Model,Learning Rate,Epochs,Weight Decay,Hidden Channels,Test Results
GIN,0.01,50,5e-05,32,"{'mse': 5195.811, 'torch_mse': 5195.810546875, 'mae': 51.395584, 'r2': -0.6113236400483771, 'rmse': 72.08198, 'ev_score': 0.2580006370941798, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[12.877806  , 13.962166  , 12.834239  , ..., 12.980947  ,
        14.605597  , 10.559808  ],
       [ 4.5218387 ,  4.833569  ,  4.4489775 , ...,  4.49042   ,
         5.3209605 ,  3.596858  ],
       [ 1.3003058 ,  1.2728187 ,  1.1551424 , ...,  1.0792698 ,
         1.5601835 ,  0.86423314],
       ...,
       [ 0.95832086,  0.84541017,  0.7902782 , ...,  0.74028337,
         1.0885901 ,  0.6337524 ],
       [53.31049   , 56.51881   , 51.925034  , ..., 52.44224   ,
        56.200443  , 43.11719   ],
       [39.626205  , 42.062416  , 38.731308  , ..., 39.099136  ,
        42.08417   , 32.13232   ]], dtype=float32)}"
GCN,0.01,50,5e-05,64,"{'mse': 1327.9786, 'torch_mse': 1327.978759765625, 'mae': 26.371674, 'r2': 0.5549128587287891, 'rmse': 36.44144, 'ev_score': 0.5576622784137726, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 10.171958  ,  -5.458846  ,  13.206995  , ...,   9.943091  ,
        148.86975   ,   2.3059993 ],
       [ 64.282814  ,  34.261852  ,  -0.99116194, ...,  21.018349  ,
        121.9558    ,  -2.0123072 ],
       [ 55.281994  ,   1.0223371 ,  -4.732301  , ...,  -5.564231  ,
        132.78032   ,   5.010198  ],
       ...,
       [ 35.49976   ,  33.18483   ,  47.530224  , ...,  49.76992   ,
        101.7268    ,  19.838472  ],
       [106.05667   , 117.18594   ,  50.166264  , ...,  94.972374  ,
        169.16962   ,   3.8927393 ],
       [ 63.141197  ,  47.25046   ,  35.549435  , ...,  48.614662  ,
        188.10788   ,   1.5435557 ]], dtype=float32)}"
GAT,0.01,50,5e-05,64,"{'mse': 1786.3643, 'torch_mse': 1786.3641357421875, 'mae': 30.12787, 'r2': 0.3978727635463298, 'rmse': 42.265404, 'ev_score': 0.4001791973908742, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 53.206753 ,  52.023106 ,   7.1145844, ...,  26.384306 ,
        110.89631  ,  15.843405 ],
       [ 40.511333 ,  21.283447 , -18.999466 , ...,  -5.1983857,
         63.024426 ,  -7.5551033],
       [ 66.36993  ,  24.512802 , -10.984109 , ...,  -5.6557055,
         81.012344 ,  -8.138054 ],
       ...,
       [-13.406407 ,  -3.8174603,   5.9732256, ...,   1.2406595,
         41.83494  ,  -8.372385 ],
       [ 68.098816 ,  32.707283 ,  24.27059  , ...,  11.95502  ,
        198.118    ,  -8.851188 ],
       [ 68.098816 ,  32.707283 ,  24.27059  , ...,  11.95502  ,
        198.118    ,  -8.851188 ]], dtype=float32)}"
GraphSAGE,0.01,50,5e-05,64,"{'mse': 270.5721, 'torch_mse': 270.5721435546875, 'mae': 11.796139, 'r2': 0.89894196891786, 'rmse': 16.449076, 'ev_score': 0.8998089482386907, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 14.223021  ,   1.5582647 ,  10.947661  , ...,  17.158983  ,
        277.55435   ,   6.368353  ],
       [ 12.303737  ,  -0.88192946,   4.2977743 , ...,   2.3990817 ,
         87.0133    ,   5.9013157 ],
       [ 29.847591  ,  -5.787443  ,   4.0725074 , ...,  -9.826841  ,
         95.07175   ,   8.087     ],
       ...,
       [  0.6443749 ,  10.102135  ,   2.637593  , ...,  10.3074    ,
         61.51137   ,   0.9521671 ],
       [ 92.66442   , 115.23422   ,  73.6372    , ...,  99.05092   ,
        104.70624   ,  -0.9042859 ],
       [ 24.11187   ,  45.869743  ,  35.35697   , ...,  32.46963   ,
        147.49982   , -10.14677   ]], dtype=float32)}"
GIN,0.01,50,5e-05,64,"{'mse': 5065.5234, 'torch_mse': 5065.52392578125, 'mae': 49.89589, 'r2': -0.5541400897476757, 'rmse': 71.17249, 'ev_score': 0.2978905389706294, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 9.660182  ,  9.474926  ,  8.016319  , ...,  9.336662  ,
         9.301573  ,  5.023617  ],
       [ 3.3608267 ,  3.5658162 ,  3.081194  , ...,  3.3295553 ,
         3.2783928 ,  1.9800003 ],
       [ 0.3793818 ,  0.5835194 ,  0.52415395, ...,  0.4843607 ,
         0.5521557 ,  0.26685733],
       ...,
       [ 4.092348  ,  4.23677   ,  3.6847591 , ...,  4.07895   ,
         3.9643464 ,  2.3803298 ],
       [69.180534  , 65.75988   , 54.58634   , ..., 65.39417   ,
        67.09184   , 34.942886  ],
       [50.056126  , 47.51678   , 39.380753  , ..., 47.262802  ,
        48.5798    , 25.212059  ]], dtype=float32)}"
GCN,0.01,50,5e-05,128,"{'mse': 1430.331, 'torch_mse': 1430.330810546875, 'mae': 26.54593, 'r2': 0.5198546780846854, 'rmse': 37.819717, 'ev_score': 0.5208036104838053, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 28.869104  ,  15.932566  ,   1.87746   , ...,  15.904283  ,
        144.12697   ,   0.42090523],
       [ 69.18517   ,  39.20457   ,  -1.262275  , ...,  16.6192    ,
        119.22924   ,  -1.8624798 ],
       [ 61.1318    ,   7.7598147 ,   6.0434427 , ...,  -8.45193   ,
        126.46271   ,   6.534559  ],
       ...,
       [ 44.83741   ,  40.017933  ,  46.49567   , ...,  49.710625  ,
         96.38104   ,  27.652143  ],
       [ 85.29744   ,  95.010086  ,  71.59455   , ...,  91.756744  ,
        167.1346    ,  21.077122  ],
       [ 29.520147  ,  31.76882   ,  27.134947  , ...,  40.873646  ,
        185.67249   ,   1.1068782 ]], dtype=float32)}"
GAT,0.01,50,5e-05,128,"{'mse': 1219.0176, 'torch_mse': 1219.017578125, 'mae': 24.648417, 'r2': 0.6092272406737415, 'rmse': 34.914433, 'ev_score': 0.6113366633653641, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 52.762188  ,  36.7058    ,   6.964023  , ...,  23.414272  ,
        125.95239   ,  29.065117  ],
       [ 91.61102   ,  63.154984  ,  -2.575571  , ...,  16.507133  ,
        145.22368   ,  -2.730846  ],
       [ 41.70947   ,  16.06042   , -14.428238  , ...,  -6.7920055 ,
        107.032166  ,  -0.20568067],
       ...,
       [ 75.81184   ,  61.720768  ,  47.74053   , ...,  69.21627   ,
         79.748726  ,  27.7669    ],
       [116.34838   ,  82.986534  ,  29.382786  , ...,  51.37885   ,
        135.12866   ,   2.7973688 ],
       [ 96.66039   ,  56.871315  ,  -8.503192  , ...,   3.7284458 ,
        197.87152   , -24.861832  ]], dtype=float32)}"
GraphSAGE,0.01,50,5e-05,128,"{'mse': 215.70654, 'torch_mse': 215.70655822753906, 'mae': 10.492496, 'r2': 0.9184091199895067, 'rmse': 14.686952, 'ev_score': 0.918804849187533, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 1.1805181e+01,  1.0934675e+01,  1.2486709e+00, ...,
         1.0203493e+01,  2.6844727e+02,  1.7618074e+00],
       [ 7.3921938e+00,  3.2782197e+00, -4.0668888e+00, ...,
         1.1736003e+01,  9.2913994e+01,  3.4533074e+00],
       [ 2.1562605e+01,  6.0231984e-04, -6.2916570e+00, ...,
         3.7320098e-01,  9.4068108e+01,  3.3904061e+00],
       ...,
       [ 5.9944720e+00,  1.0619770e+01,  1.1057285e+01, ...,
         7.6923823e+00,  7.4942276e+01,  3.4114938e+00],
       [ 8.9588882e+01,  1.0002584e+02,  8.1667557e+01, ...,
         1.0631067e+02,  1.0385299e+02,  1.8470243e+01],
       [ 3.7532742e+01,  3.0914728e+01,  3.5840008e+01, ...,
         3.2056335e+01,  1.4608316e+02, -6.4884739e+00]], dtype=float32)}"
GIN,0.01,50,5e-05,128,"{'mse': 5811.484, 'torch_mse': 5811.4833984375, 'mae': 58.71166, 'r2': -1.02780733132642, 'rmse': 76.233086, 'ev_score': -0.7900238235791525, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 44.846886 ,  39.339558 ,  21.51303  , ...,  34.44042  ,
         47.309063 ,   7.4337006],
       [134.21492  , 118.59127  ,  65.701935 , ..., 105.12828  ,
        138.58243  ,  25.17627  ],
       [146.82182  , 129.87239  ,  72.32532  , ..., 115.48399  ,
        151.03458  ,  28.185057 ],
       ...,
       [  2.882525 ,   2.6563218,   1.8447754, ...,   2.4881115,
          3.0464215,   0.9916661],
       [110.96518  ,  98.04238  ,  56.2335   , ...,  87.66616  ,
        116.93523  ,  22.176188 ],
       [ 83.39595  ,  73.4762   ,  41.30895  , ...,  65.148705 ,
         88.021706 ,  15.499962 ]], dtype=float32)}"
GCN,0.01,50,5e-05,256,"{'mse': 1347.1041, 'torch_mse': 1347.10400390625, 'mae': 25.703684, 'r2': 0.5487675980196076, 'rmse': 36.70292, 'ev_score': 0.5491614838441213, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 18.616318  ,  -3.250594  ,   8.910481  , ...,  11.059923  ,
        147.30415   ,   6.8819575 ],
       [ 64.85704   ,  29.94568   ,  -0.56777376, ...,  15.30737   ,
        116.58955   ,   0.69436705],
       [ 54.466846  ,   3.3619347 ,  -4.10669   , ...,  -7.094856  ,
        128.80717   ,   2.1067557 ],
       ...,
       [ 27.718685  ,  33.547848  ,  26.20223   , ...,  39.642006  ,
         92.14678   ,  13.848159  ],
       [ 81.90362   , 107.098236  ,  69.82039   , ...,  90.58183   ,
        162.7089    ,   1.786898  ],
       [ 44.943283  ,  32.395824  ,  29.1101    , ...,  36.574566  ,
        180.94965   ,  -6.929371  ]], dtype=float32)}"
GAT,0.01,50,5e-05,256,"{'mse': 1296.0293, 'torch_mse': 1296.0294189453125, 'mae': 25.247665, 'r2': 0.588497114661104, 'rmse': 36.00041, 'ev_score': 0.5921381860971451, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 5.59311142e+01,  5.93502884e+01,  4.06896782e+00, ...,
         2.49495678e+01,  1.65074036e+02, -4.65559387e+00],
       [ 1.04688126e+02,  3.18415222e+01, -6.08140469e+00, ...,
        -2.59385645e-01,  1.35377594e+02, -7.29659796e+00],
       [ 4.22457047e+01,  9.56435013e+00, -9.46444035e-01, ...,
         9.25285053e+00,  1.24188110e+02,  3.70109534e+00],
       ...,
       [ 4.83719397e+00,  3.60926132e+01,  8.93393230e+00, ...,
         1.11353340e+01,  1.13106346e+02, -1.93924642e+00],
       [ 1.10765762e+02,  1.52882889e+02,  1.07929482e+02, ...,
         1.63219437e+02,  1.25444550e+02,  5.43782043e+01],
       [ 2.85171146e+01,  3.78532524e+01,  1.58622622e-01, ...,
         1.49097376e+01,  1.25776871e+02, -8.45141888e+00]], dtype=float32)}"
GraphSAGE,0.01,50,5e-05,256,"{'mse': 787.8223, 'torch_mse': 787.8224487304688, 'mae': 20.343897, 'r2': 0.6957445595220252, 'rmse': 28.068172, 'ev_score': 0.7033587594827017, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 1.4891168e+02,  9.7824402e+01, -4.1178027e-01, ...,
         4.0679276e+01,  2.1423535e+02,  1.1098278e+01],
       [ 4.4029083e+01,  2.6555296e+01, -1.1427369e+01, ...,
        -1.4252853e-02,  8.3953659e+01, -7.0195661e+00],
       [ 5.5917843e+01,  3.2048874e+01, -1.3294001e+01, ...,
         6.7679858e-01,  9.5513382e+01, -6.4712915e+00],
       ...,
       [ 3.1000351e+01,  2.5653925e+01,  5.5806012e+00, ...,
         1.6386395e+01,  5.3522011e+01,  5.0450139e+00],
       [ 9.6403954e+01,  9.1277504e+01,  4.9419044e+01, ...,
         8.9187714e+01,  1.2793357e+02,  3.9630280e+01],
       [ 7.2964790e+01,  4.9606857e+01, -6.8777695e+00, ...,
         1.3099801e+01,  1.3522102e+02, -3.4474685e+00]], dtype=float32)}"
GIN,0.01,50,5e-05,256,"{'mse': 2326.3127, 'torch_mse': 2326.312744140625, 'mae': 32.71268, 'r2': 0.2118788055399324, 'rmse': 48.231865, 'ev_score': 0.2724208782116572, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 80.86029   ,  57.850018  ,  12.605899  , ...,  32.150166  ,
        103.85071   ,   1.5933565 ],
       [ 78.39972   ,  46.44243   ,  -2.4624298 , ...,  15.932617  ,
        100.8249    ,  -5.5014725 ],
       [ 78.4934    ,  41.871326  ,  -6.7230783 , ...,  10.480118  ,
         99.91067   ,  -6.0160885 ],
       ...,
       [ 13.625249  ,   8.964435  ,   0.92143583, ...,   4.0338306 ,
         17.93596   ,  -0.7258119 ],
       [113.96805   ,  88.858665  ,  35.567406  , ...,  60.994534  ,
        144.0974    ,  13.1547165 ],
       [ 90.14746   ,  59.653667  ,   8.266462  , ...,  29.115198  ,
        117.37225   ,  -1.534923  ]], dtype=float32)}"
GCN,0.01,50,5e-05,512,"{'mse': 1634.4043, 'torch_mse': 1634.4044189453125, 'mae': 29.157425, 'r2': 0.44722788270210057, 'rmse': 40.427765, 'ev_score': 0.4501800388097763, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 72.29335  ,  37.49945  ,  -2.954082 , ...,   8.03447  ,
        133.63115  ,  -3.8238766],
       [ 79.93219  ,  47.850445 ,   2.01343  , ...,  22.049337 ,
        123.35355  ,  -2.7382102],
       [ 70.365234 ,  29.444155 , -10.394424 , ...,   1.8875027,
        128.26422  ,  -7.4376373],
       ...,
       [ 68.90136  ,  62.521324 ,  29.843414 , ...,  48.452793 ,
         82.28758  ,  11.951866 ],
       [101.65968  ,  83.25328  ,  28.075453 , ...,  54.466682 ,
        144.82437  ,   6.9726763],
       [ 76.01753  ,  36.545864 ,  -3.73498  , ...,   3.9060287,
        157.07516  ,  -4.257894 ]], dtype=float32)}"
GAT,0.01,50,5e-05,512,"{'mse': 2820.546, 'torch_mse': 2820.54541015625, 'mae': 39.4146, 'r2': 0.03325604302094625, 'rmse': 53.10881, 'ev_score': 0.055639093120892845, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 90.036865 ,  72.587494 ,   4.1121483, ...,  51.488934 ,
        190.94363  ,   4.8697205],
       [ 51.46003  ,  45.412277 ,  13.443905 , ...,  25.034294 ,
         90.33223  ,  10.742691 ],
       [ 51.455605 ,  45.405434 ,  13.4331665, ...,  25.027576 ,
         90.34251  ,  10.736658 ],
       ...,
       [ 90.706795 ,  79.8486   ,  41.37771  , ...,  60.335236 ,
        139.1176   ,  22.041817 ],
       [ 90.7071   ,  79.84949  ,  41.37844  , ...,  60.335587 ,
        139.11618  ,  22.042187 ],
       [ 74.23564  ,  63.21116  ,   8.026173 , ...,  44.57172  ,
        152.49483  ,   6.9211807]], dtype=float32)}"
GraphSAGE,0.01,50,5e-05,512,"{'mse': 655.1168, 'torch_mse': 655.1168212890625, 'mae': 17.751665, 'r2': 0.7491291590083975, 'rmse': 25.59525, 'ev_score': 0.7526303033034006, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[120.59155   ,  52.112244  , -26.710043  , ..., -20.419579  ,
        217.24918   ,  -7.0772214 ],
       [ 36.049507  ,  16.54682   ,  -9.411902  , ...,  -3.2058744 ,
         73.72008   ,  -4.4217935 ],
       [ 46.19801   ,  17.433346  , -15.815144  , ..., -11.059936  ,
         88.67843   ,  -4.792547  ],
       ...,
       [ 20.755932  ,  15.506245  ,   5.0234647 , ...,   8.451281  ,
         42.35399   ,   0.50690055],
       [ 98.231415  ,  96.30158   ,  71.94716   , ...,  94.84929   ,
        116.87316   ,  31.199295  ],
       [ 55.398197  ,  41.87429   ,  16.634031  , ...,  22.18325   ,
        110.35418   ,   4.841734  ]], dtype=float32)}"
GIN,0.01,50,5e-05,512,"{'mse': 2338.3005, 'torch_mse': 2338.300537109375, 'mae': 32.354244, 'r2': 0.22575432391403663, 'rmse': 48.355976, 'ev_score': 0.41627635061740875, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 58.912193  ,  35.83895   ,   2.3079638 , ...,  18.212135  ,
         87.521515  ,  -6.6671    ],
       [ 45.18966   ,  22.53563   , -10.277319  , ...,   3.423221  ,
         66.29535   , -10.633739  ],
       [ 47.58734   ,  22.681198  , -13.077204  , ...,   0.37954324,
         66.43466   , -10.44953   ],
       ...,
       [ 10.723818  ,   9.847879  ,   7.870323  , ...,   9.433428  ,
         14.281408  ,   4.1470346 ],
       [ 85.42873   ,  63.16043   ,  31.331333  , ...,  48.912262  ,
        125.11932   ,   6.6746664 ],
       [ 87.04173   ,  48.63678   ,  -4.7434416 , ...,  19.743984  ,
        131.30699   , -15.577045  ]], dtype=float32)}"
GCN,0.01,100,0.05,32,"{'mse': 1178.5372, 'torch_mse': 1178.5372314453125, 'mae': 24.301079, 'r2': 0.611055983160205, 'rmse': 34.32983, 'ev_score': 0.613641545176506, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[  6.2620754,   1.2437027,   7.5626025, ...,  13.78734  ,
        144.11568  ,   7.4881215],
       [ 54.04828  ,  23.812494 ,  -5.50165  , ...,  22.747118 ,
        122.49815  ,  -6.006685 ],
       [ 51.78467  ,   0.6083265,   1.4764925, ...,  -5.003309 ,
        128.55632  ,  -2.2690747],
       ...,
       [ 15.136289 ,   6.1308184,  20.585117 , ...,  13.145033 ,
         91.14373  ,  14.116641 ],
       [ 87.52805  ,  85.772095 ,  73.70978  , ..., 107.140686 ,
        171.84807  ,   3.7537367],
       [ 14.595321 ,  -8.055061 ,  10.372536 , ...,  21.68258  ,
        183.58633  ,   3.183959 ]], dtype=float32)}"
GAT,0.01,100,0.05,32,"{'mse': 758.88715, 'torch_mse': 758.8870849609375, 'mae': 18.046875, 'r2': 0.7624465758042746, 'rmse': 27.547907, 'ev_score': 0.7632834513982137, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 20.59161  ,  20.311615 ,  16.083221 , ...,  28.587902 ,
        141.77522  ,   1.7088029],
       [ 22.274002 ,  -5.8493495,   5.8907914, ...,   5.1495996,
         97.03387  ,   1.2562162],
       [ 13.183144 ,  -9.0750265,   1.9550699, ...,   4.364693 ,
        105.562775 ,   6.42401  ],
       ...,
       [  2.0295484,  11.821317 ,  11.59475  , ...,   7.0250735,
        138.00146  ,   6.138013 ],
       [ 81.42142  ,  75.058975 ,  71.09322  , ...,  82.87451  ,
         82.34695  , -20.41753  ],
       [ 28.872047 ,  36.600147 ,  11.01686  , ...,  21.091747 ,
        103.12349  ,   8.276846 ]], dtype=float32)}"
